created_at,favorite_count,full_text,category,ed_risk
Sat Feb 01 06:17:41 +0000 2025,0,bbongbongi indo malah diet keto [URL],D,1
Sat Feb 01 06:44:08 +0000 2025,4782,belanjaan amp meal plan minggu tiap weekend selalu pusing mikirin meal plan padahal tiap minggu menunya beda semua belanjaanku hari nyampe rb cape deh abis belanja amp wadahin ak senang sekarang mau masak dulu wkwkwk jam segini blm selesai masak [URL],D,1
Sat Feb 01 07:23:14 +0000 2025,0,bongbongiee diet ketat,None,0
Sat Feb 01 11:47:10 +0000 2025,0,memejamkanmata tirtacipeng benar cek kalori intake harian,D,1
Sat Feb 01 13:45:43 +0000 2025,0,bbongg diet keto [URL],D,1
Sat Feb 01 22:00:00 +0000 2025,0,vegan diet or keto diet,None,0
Sat Feb 08 02:01:19 +0000 2025,8,bener nd kalau merokok bikin tahan lapar soalny ad tante ku turun kilogram lebih blg sih diet kmren wktu jln berdua singgah merokok trus suruh jgn blg sp sp haha kaget trnyata rahasia nya turun moka cb takut bau mulut sama gigi kuningwdyt,D,1
Sat Feb 08 02:35:12 +0000 2025,1909,sender baru tau ternyata jalan kaki tuh ngebakar kalori k wah kerenn pantes orang korsel ama jepang langsing [URL],None,0
Sat Feb 08 03:45:32 +0000 2025,0,canabeans flamenca platter tastes so good rela jatah kalori harian abis cmn buat,D,1
Sat Feb 08 04:14:39 +0000 2025,0,cek snack buah strawberry kering freeze dried strawberry cemilan sehat strawberry kering cemilan snack diet rendah kalori dried freeze whole strawberry harga rp dapatkan shopee sekarang [URL] [URL],None,0
Sat Feb 08 04:54:57 +0000 2025,0,defisit kalori nder,D,1
Sat Feb 08 05:08:01 +0000 2025,3,sumpah perfect banget gym punya working space sangat nyaman kaya disini asli best banget lu kata ftl kemanggisan sambilan engap abis makan siang kerja dulu gym tetep produktif wujudkan body goals [URL],D,1
Sat Feb 08 05:12:10 +0000 2025,0,stop makan nasi taun sangat worth it turun kilogram kurang lebih,D,1
Sat Feb 08 09:18:51 +0000 2020,452,abis pikir kok mak tega nyuruh anaknya artis cilik sih diet no carbs terus sit up i mean she s just a kid mudahan maknya bercanda,D,1
Sat Feb 08 10:35:11 +0000 2020,0,to patient awak diet extreme sangat tau awak collapse to no carbs no gula diet dying,D,1
Sat Feb 08 13:33:47 +0000 2025,0,balik era hitung segala macem kalori protein rebus dada ayam tiap hari,D,1
Sat Feb 10 04:15:24 +0000 2024,0,abis makan besar be like wah besok olahraga keras nih bakar kalori [URL],D,1
Sat Feb 11 03:21:33 +0000 2023,0,keto diet recipesketoketofood [URL],None,0
Sat Feb 14 11:14:30 +0000 2015,0,awatifosmanudin akak makan tadi best satu je takut kalori tinggi malam nak makan nasi arab,D,1
Sat Feb 15 01:31:37 +0000 2025,0,emg terima kenyataan kayanya tinggal sama ortu gabisa defisit kalori sih melalui omongan omongan kok dimasakin dimakan,D,1
Sat Feb 15 05:15:25 +0000 2025,0,kayaknya stop makan nasi porsi,D,1
Sat Feb 15 05:54:14 +0000 2025,1,bayangin workout sehari gitu cuma cardio terus doms rest nya hari kalau pakai defisit kalori,D,1
Sat Feb 15 08:16:46 +0000 2025,0,baru buat lazy keto diet almost a week now berat before start diet kilogram pagi tadi timbang dah kilogram berat berubah kgkg since last year baru seminggu lazy keto plus brisk walk minggu dah kilogram hilang inch loss banyak lassgo kilogram raya,D,1
Sat Feb 15 11:53:23 +0000 2025,0,habis cek kebutuhan kalori sama bmi,D,1
Sat Feb 15 13:28:16 +0000 2025,1239,pistachiopie kakak obesitas diet cara engga obes coba luluran seminggu x pakai toner glicolic acid pakai bath gloves pakai teratur aha pakai hb marina biru gong ngratain warna kulit even bikini line,None,0
Sat Feb 15 23:25:46 +0000 2025,0,defisit kalori persiapan puasaeh semalem mimpi makan bolu sekotak,D,1
Sat Feb 18 09:44:07 +0000 2023,0,jadi cemilan terenak ahli gizi ingatkan jangan skip hitung kalori pas makan pisang goreng cemilanpisanggoreng adaapahariini [URL],None,0
Sat Feb 18 09:50:12 +0000 2023,2,pacarmarkjlee diethingy defkal jadi makan jumlah kalori sehari dibawah tdee diatas bmr kak buat cek kalori pake aplikasi fatsecret makannya makan masakan mama kok nasi dikurangin terus banyakin lauknya terus makannya x sehari,D,1
Sat Feb 22 00:50:33 +0000 2025,0,perdapuran berniat memperlakukan bulan puasa bulan biasa masak biasa usah nambah spesial bikin gorengan lah tambahan lauk lah biasa meal plan jadi bikin meal plan khusus ramadan,D,1
Sat Feb 22 01:01:51 +0000 2025,0,capecape olahraga jaga pola makan defisit kalori ngatur pola hidup sehat eh malah ditanya kamu sakit apa,D,1
Sat Feb 22 01:08:20 +0000 2025,0,lacerzt cuma banyakin makan sih cek kalori harian terus makan kalorinya lebih tinggi kalori harian kemaren sih gitu soalnya gendutan dulu baru dibentuk gym,D,1
Sat Feb 22 03:04:08 +0000 2025,7,demurycutesy perut rata bbrp kemungkinan makannya memang dikit mepet bmr bahkan bawah bmr sehat body fat rendah hasil defisit kalori angkat beban waktu take foto kalau take fotonya pagi abis berak yah langsing kalau sore baksonya nongol dikit,None,0
Sat Feb 22 03:43:11 +0000 2025,0,mauuuu makan takut gendut,D,1
Sat Feb 22 05:28:13 +0000 2025,1,nunu nih diet ketat mau mam takut,D,1
Sat Feb 22 07:06:38 +0000 2025,36,yakinin bakal berhasil diettolongaku termasuk obesitas yakinin bakal berhasil,D,1
Sat Feb 22 07:22:41 +0000 2025,187,diet keto manfaatnya banyak terutama pengen cepat turun berat badan [URL],None,0
Sat Feb 22 09:04:24 +0000 2025,0,efek panjang diet ngerasa bersalah kalau makan lebih dikitngemil ngerasa bersalah kalau workout sehari doang buat istirahat,D,1
Sat Feb 22 11:18:15 +0000 2025,0,ku suka belajar cemilan pengen diet pengen kurus nyemil semangat pengen kurus hufft lebih baik scroll,D,1
Sat Feb 22 12:38:51 +0000 2025,0,from to menuju body goals,D,1
Sat Feb 22 20:28:33 +0000 2025,1,penasaran deh polisi pernah phk massal sih bahkan maaf obesitas sekiranya cukup mampu buat menjalankan tugas polisi misalnya ngejar maling dikasih program diet,None,0
Sat Feb 24 00:51:24 +0000 2024,0,hmmmm menarik nih i tahun lepas plan nak diet cumanya kena disiplin and jauhkan diri letak susu la kot eh i memang minum in letak susu double the manis bunuh je la aq,D,1
Sat Jan 02 13:11:57 +0000 2021,0,kak ivon lo takut tinggi kalori,D,1
Sat Jan 04 00:23:00 +0000 2025,0,mau diet mau defisit kalori n workout,D,1
Sat Jan 04 10:42:34 +0000 2025,0,ohmyvnus ngecek cek kalori nya,D,1
Sat Jan 04 11:03:15 +0000 2025,0,temukan ml cuka apel organic apple cider vinegar keto diet detox pelangsing penurun berat badan seharga rp dapatkan sekarang shopee [URL],None,0
Sat Jan 04 14:00:55 +0000 2025,1,lapar takut gendut,D,1
Sat Jan 04 14:36:54 +0000 2025,6,idolnya bilang jangan diet ketat oknum fansnya nyindir body idolnya terus semua,None,0
Sat Jan 04 16:43:17 +0000 2025,0,ohmyvnus hahaha kl cek gula kalori,None,0
Sat Jan 11 09:05:08 +0000 2025,0,kick off program makan bergizi gratis berjalan cara hitung kebutuhan kalori harian anak sekolah [URL],None,0
Sat Jan 11 10:12:32 +0000 2025,0,mencoba diet ketat kemaren sempet turun kilogram bulan eh asam lambung naik,D,1
Sat Jan 11 13:15:00 +0000 2025,2,infold besok tambahin fitur buat diet dong hitung kalori buat makanan trus tambahin alarm dibangunin ayank,D,1
Sat Jan 11 15:31:04 +0000 2025,0,diet keto pola makan rendah karbohidrat tinggi lemak membantu menurunkan berat badan cepat pahami cara kerjanya risikonya mencoba [URL],None,0
Sat Jan 16 03:18:45 +0000 2021,0,sakit gerd bener ngajarin pola hidup sehat sekarang makan jadi berani berlemak susah dicerna lambung makan dikunyah bener jadi cepet kenyang olahraga teratur banyak gerak abis makan kaya orang diet bener sih jatohnya,D,1
Sat Jan 18 00:17:30 +0000 2025,0,makin kesini pertimbangan buat sembarang jajan hemat ngejaga kalori harian akhir² sering banget pengen jajannnn hufttt padahal taun kudu turun kilogram pelisss,D,1
Sat Jan 18 02:40:00 +0000 2025,3,diet keto metode diet rendah karbohidrat pengurangan asupan karbohidrat menggantinya lemak cara makanan dikonsumsi [URL],None,0
Sat Jan 18 02:43:44 +0000 2025,1,kalori berlebih nasi nasi putih tinggi kalori karbohidrat dimakan berlebihan digunakan energi tubuh menyimpan kalori lemak terutama perut batasi porsi nasi mencegah surplus kalori harian,None,0
Sat Jan 18 02:57:54 +0000 2025,0,makanan dietku kurleb hari dah turun kilogram jogging menit sarapan dimulai pkl makan siang makan nasi normal makan biasanya hitung kalori makan mlm pkl [URL],None,0
Sat Jan 18 05:51:50 +0000 2025,0,susah anjer diet keto,D,1
Sat Jan 18 06:52:25 +0000 2025,0,kalori intake harian tuh gmn si kenyang bejir,D,1
Sat Jan 18 07:45:28 +0000 2025,58,diet kukira musclenya bakal turun banyak bulan terakhir banyakan lari main dumbbell rumahnya disiplin eh ternyata sekarang balik gym rajin [URL],None,0
Sat Jan 18 10:13:12 +0000 2025,0,apalah baru turun sekilo padahal defisit kalori januari self reward gacoanudang keju sih wokawok,D,1
Sat Jan 18 12:53:24 +0000 2025,0,duhh lapar gamau makan takut makin gendut,D,1
Sat Jan 18 13:32:38 +0000 2025,18,definsi diet yoyo diet yoyo berat turun naik mendadak berulang biasanya berlaku bila diet terlalu ketat berat turun cepat mudah naik semula kitaran ganggu kesihatan jangka panjang fokus gaya hidup sihat bukan sekadar diet,None,0
Sat Jan 18 17:03:55 +0000 2025,0,body dysphoria and eating disorder isa real thing nanya kali pas rere bilang lu sekecil badan iya merasa diet orgil,O,1
Sat Jan 18 18:00:47 +0000 2025,2,butuh meal plan menghadapi living alone phase mulai besok beli crisbar tiap hari,D,1
Sat Jan 20 02:26:56 +0000 2024,0,punya la rasa serba salah mkn roti canai tadi then cek balik kalori keping weh nk nangiss hahahaha,D,1
Sat Jan 20 03:35:15 +0000 2024,5,diet spill aplikasi buat hitung kalori dong,None,0
Sat Jan 20 03:37:03 +0000 2024,1,diet titipan jadi obes tingkat nah defisit segala macem berat badan ku stuck situ situ turunnya cuma kilogram sedih banget jalan minggu sarannya olahraga trus kalori harian selalu hitung pake aplikasi,None,1
Sat Jan 22 17:47:42 +0000 2022,0,insecure wajah insecure kepinteran insecure ekonomi insecure tinggi badan insecure berat badan semua insecure heran,D,1
Sat Jan 25 01:50:53 +0000 2025,1,tai banget lah influenser masang highlight diet journey isinye liposuction suntik treatment muka tirus akhirnya kurus waktu bulan pake embel semua kalau disiplin konsisten naon,None,0
Sat Jan 25 05:38:46 +0000 2025,1,wow defisit kalori membuat banyak membaca sedikit bicara mencantumkan sumber menulis buku sejarah dunia disembunyikan terhindar radikalisme ethnic cleansing disponsori ethnostate paling kejam sejarah,None,0
Sat Jan 25 12:45:08 +0000 2025,2,sebenarnya si joongjoong pernah bulky dulu diet ketat buat event paris fashion week takut bajunya muat pas songkran tahun lalu sempet manyun bnyk bilang dunk sekarang lebih gede bilang body goals beda sekarang gede จุงอาเชน [URL],None,0
Sat Jan 25 12:52:43 +0000 2025,9,ternyata defisit kalori bagus bejir body ak anjayyy,D,1
Sat Jan 25 13:11:19 +0000 2025,0,hai kalian tips buat defisit kalori bertahap jadi engga terlalu extreme terus lama kelamaan berkembang gitu ty in advance temanteman,None,0
Sat Jan 25 13:43:48 +0000 2025,1,menjelang minggu diet keto semakin berenergi bergairah menyala terus hormonhormon ku,D,1
Sat Jan 25 14:26:32 +0000 2025,22,diet workout nya pake running dumbbell hari ngelakuin running dumbbell sehari sekali selama menit lumayan nguras keringat ngelakuin running dumbbell tiap hari defisit kalori efektif buat diet,D,1
Sat Jan 25 14:50:42 +0000 2025,1,lama olga makan banyak terus ngemil terus makan manis manis terus es terus fixxxxxx doa terkabul mau buat kilogram,B,1
Sat Jan 25 15:09:48 +0000 2025,1,perut bunyi gaje mau makan takut gendut mau hasil diet berbulan kmrn sia huhu,D,1
Sat Jan 27 01:36:04 +0000 2024,62,diet i realized olahraga bukan buat bakar kalori makanan extend tdee semakin aktif jatah kalorinya gede semakin gampang buat defkal,D,1
Sat Jan 30 14:41:58 +0000 2021,213,makan sikit je berat makin naik sbb apa breakfast skip mengunyah time keje kcal lunch kcal bergoreng mengunyah time keje kcal dinner skip mengunyah malam kcal ingat guys kudapan tinggi kalori tau rt amp follow tips kurus,None,0
Sat Jan 30 19:50:22 +0000 2016,0,salah alasan jadi ibu asi terwujudnya impian semua wanita mknnikmattinggikaloriberulangkali takut gendut sperti bi,None,0
Sat Jul 06 08:45:40 +0000 2024,43,diet kuliah kerja full time no olahraga selama nerapin if jam jam siang makan terus stop makan jam malam hasilnya waktu minggu berat badan turun kilogram pup mulai rutin ap brarti dh benar caraku nurunin berat badan guys,None,0
Sat Jul 08 11:58:09 +0000 2023,0,diet guys ngerasa kebanyakan makan manis apa kalian lakuin setelahnya terlalu ngerasa bersalah makan manis manis,D,1
Sat Jul 10 05:07:12 +0000 2021,0,diet guys tau kira kira kalori ayam geprek keprabon berapa soalnya mau takut tinggi kalori,D,1
Sat Jul 13 02:17:49 +0000 2024,0,pagi pagi dah buat meal plan seminggu kedepan,D,1
Sat Jul 13 02:21:18 +0000 2024,0,bntrptr ogitu pernah cek kalori sempet sekali sih keseringan pake maestro,None,0
Sat Jul 13 06:36:32 +0000 2024,3,mitos pulak kan dah letak jangan makan heavy lewat malam no ha no dah cakap omad omad nak makan banyak kali in small portion nak if nak buat keto diet ikut jelah masing masing asalkan still under calories intake terkawal,None,0
Sat Jul 20 05:12:42 +0000 2024,0,ohhh punya client tinggal jkt jawanya medok jadi kusimpulkan orang jawa pas konsul diet kak so far meal plan buat susah buat si ikutin engga kok mba aman seminggu kemarin jepang memang susah sih buat ngikut meal plannya,None,0
Sat Jul 24 08:02:58 +0000 2021,0,debm diet kok rendah karbo takut kolestrol yak,D,1
Sat Jul 25 01:28:32 +0000 2020,940,turun kilogram masa hari amalkan intermittent fasting if menumenu diet suku separuh apa if jam puasa malam tengah hari jam waktu makan tengah hari malam puasa makanan je air minum macam biasa [URL],None,0
Sat Jul 31 12:22:00 +0000 2021,0,moment langka jadi didokumentasikan i finally hit my weight goal wlpn cara sehat diet loh hahahhahah [URL],D,1
Sat Jun 03 07:38:38 +0000 2023,0,tadi berat lepas makan nasik lemakpagi ialah kilogram rasakan berat turun sikit semenjak diet makan wrap nih huhu i disiplin makan snack lepas lunchrahsia,D,1
Sat Jun 03 11:22:04 +0000 2023,4,ngerasa overthinking banget selalu ngerasa olahraga maksimal ngg makanan bener ngg jadi takut ngg kalau ngg kurus diet,D,1
Sat Jun 06 08:30:11 +0000 2020,1,makanan manis memang diciptakan dessert memuaskan lidah mesti jadi mimpi buruk takut kalori lemak tinggi caranya kamu memilih cerdas jenis dessertnya [URL],None,0
Sat Jun 08 05:48:49 +0000 2024,1,pernah nonton dokumenter sumo memang pegulat sumo sangat disiplin training usia anak² diet ketat sangat tinggi protein rendah lemak sup biasa konsumsi namanya chankonabe,None,0
Sat Jun 11 04:44:38 +0000 2022,0,jalan bulan begini selalu sarapan selalu makan malam disempetin tidur siang merasa insecure berat badan melonjak ternyata stabil efek ngelaju,D,1
Sat Jun 17 12:00:00 +0000 2023,47,tanyarl sebutkan tinggi badan berat badan kalian dong sender insecure sama diri sendiri,D,1
Sat Jun 18 01:56:14 +0000 2022,113,hey cuma mau bilang turun ±kg karbo konsumsi tiap hari selalu nasi putih jadi jangan takut makan nasi nasi putih ️ diet [URL],None,0
Sat Jun 20 09:25:55 +0000 2020,907,positif thinking timbangannya ngambek makan normal kok kalorihari cuma memang didominasi sama sayur,None,0
Sat Mar 01 07:07:56 +0000 2025,0,malah seneng liatin orang mukbang pas diet puasa wkwkwkwk puas gitu jadi gaakan pengen makan gangguan jiwa kan,D,1
Sat Mar 08 11:08:45 +0000 2025,0,takut eating disorder dah takut makan jujur puasa bikin makan nasi kali biasanya sekali,B,1
Sat Mar 08 21:26:43 +0000 2025,33,gula berlebih bikin badan berat pikiran lelet sama penyakit numpuk manisnya cuma ilusi sakitnya nyata kurangin sekarang jangan tunggu diabetes bikin kamu takut makan apa,None,0
Sat Mar 09 08:06:10 +0000 2013,0,takut kalori tinggi lah bersenam petang nih bakar kalori,D,1
Sat Mar 09 16:28:58 +0000 2024,0,cek yummysalmond amondeu korean roasted camilan almond sehat rendah kalori ibu hamil menyusui almond panggang rendah kalori harga rp dapatkan shopee sekarang [URL] [URL],None,0
Sat Mar 10 03:28:24 +0000 2018,0,gabisa makan nasi takut karbo numpuk tenang wrp green tea diet tea diminum [URL],None,0
Sat Mar 12 04:30:37 +0000 2022,2,guys kalau diet karbo maksimal makan mie instan brapa kali sebulan binggggung bm mie instan takut merasa bersalah,D,1
Sat Mar 15 01:13:27 +0000 2025,2,valiisaa makanya menjaga pola makan,None,0
Sat Mar 15 14:14:04 +0000 2025,10,sore baru takziah teman sebangku semasa sma meninggal kanker otak salah satu penyebabnya sering bahkan hampir makan fast food miemiean temanteman mohon jaga pola makan sehat hidup sehat sakit,None,0
Sat Mar 15 17:02:01 +0000 2025,0,alasan sekarang sahur pernah makan nasi bukan jaga pola makan lebih mager browww siap siap lawuhe,None,0
Sat Mar 15 18:11:23 +0000 2025,1,pengen diet pengen kurus beliin treadmill dulu dong ahahahha,D,1
Sat Mar 16 05:08:26 +0000 2024,0,kalian tuh diet takut banget sama karbo makanan tuh seimbang karbo is not bad,D,1
Sat Mar 16 12:19:00 +0000 2024,5,mulai coba intermitten fasting amp keto diet hasilnya lumayan banget gerd jarang kambuh amp berat badan terjaga walaupun minim olah raga dulu ketat banget keto diet makan karbo seminggu sekali sakawww sekarang kali mager masak sumpah ngaruh bgtt,D,1
Sat Mar 22 07:13:26 +0000 2025,0,nah tiap rilis statement nyiram bensin api cabe mahal disuruh kurangi makan pedas daging ayam telur mahal disuruh ganti dg bekicot proteinnya dulu zulhas malah suruh rakyat tanam cabe,None,0
Sat Mar 30 10:18:42 +0000 2019,0,pengen diet gm kok takut apa balik ngurangin asupan karbo sama banyakin gerak,D,1
Sat Mar 30 10:32:13 +0000 2019,165,suhailaezulia mostly kena cut gula je lebihkan sayur small portion of carbs amp moderate amount of protein no need tetiba salmon and those fancy eat clean menu rasanya diet sihat mahal starbucks korean icecream semua nasi sayur protein kukus plain water would be enough,D,1
Sat Mar 30 12:25:08 +0000 2024,4,diet selama bulan puasa kalian stop makan malam jam berapa,None,0
Sat Mar 30 23:45:01 +0000 2024,890,spill berat badan terberat berat badan sekarang kalian dimulai dri sender berat badan terberat kilogram berat badan sekarang kilogram semoga terus konsisten diet,None,0
Sat May 01 10:12:54 +0000 2021,1,diet putri salju gini tinggi kalori nya trus kalau diet makan pengen cobain huhu takut [URL],None,0
Sat May 04 03:54:43 +0000 2019,0,imapasha track kalori macros terutama pas cutting pengalaman naik turunin berat badan tentunya punya program olhrga kalori maintenance badan tinggi n makan bnyak tnp takut gendut terkurus kilogram terberat kilogram skrng kilogram target [URL],None,0
Sat May 11 11:29:51 +0000 2024,0,urlittlechicken coba hitung kalori biasanya masukk coba ditambah banyakin protein sekalian olahragaa,None,0
Sat May 11 14:24:36 +0000 2024,2,oke sekarang buat meal plannya niih sobat dietqu beberapa langkah awal lakukan membuat meal plan coba [URL],None,0
Sat May 16 14:35:04 +0000 2020,0,jgn risau pasal kalori sgt biasanya kegemukkan berlaku sbb termakan makanan tinggi kalori rendah zat jadi perlu nak takut nak makan sepatutnya kena belajar cara makan betul perlu [URL],None,0
Sat May 16 16:16:49 +0000 2020,0,pengen badan balik tahun diet cut karbo cuma takut tipes,D,1
Sat May 21 14:50:37 +0000 2022,1,diet gula craving ku hari parah banget [URL],D,1
Sat May 22 17:00:06 +0000 2021,3,rek kalian sedang mengalami perubahan berat badan dr kurus gemuk insecure sih jadi insecure banget berat badan awalnya jadi kilogram bagaimana caranya ngerasa insecure,D,1
Sat May 23 03:25:19 +0000 2020,2,anyaselalubenar kurang energi kalori kurang makan menyangkut pikiranmu mikirin kapan kawin tekanan psikis keluarga sdg kesemutan kakimu suka tertekuk lama shg peredaran darah terhambat tidur kaki lurus normal tetap sehat kuat semangat,None,0
Sat May 25 11:20:34 +0000 2024,0,metode cara menurunkan berat badan menggabungkan diet keto puasa intermiten pengaturan asupan karbohidrat latihan hiit [URL],None,0
Sat Nov 02 14:32:19 +0000 2024,0,semua orang kuat minum kopi minumnya pas perut kosong fomo minum nescafe classic akhir² niat buat diet cuma pengen nyoba kebetulan suka minum kopi ternyata cocok lidahku,D,1
Sat Nov 04 02:27:10 +0000 2023,13,back to disiplin era kalau makan dihitung suka lupa semoga konsisten diet [URL],D,1
Sat Nov 09 03:48:30 +0000 2024,0,tau sepertinya ak hitung kalori terus deh hari makan aneh aneh,D,1
Sat Nov 09 09:55:46 +0000 2024,0,dihatikito diethingy gini loh misal kalori harian semder misalnya sender cut gulatepung segala metode dietnya katakan kalori in cuma lalu dicut kalori in smp an jangka waktu lama bahaya,None,0
Sat Nov 09 13:53:36 +0000 2024,0,sbeenernyaa lapar pen nasgor keinget sebanyak apa kalori nasi goreng ggr kmrn belajar hitung kalori‍,D,1
Sat Nov 12 13:30:47 +0000 2022,2,diet orang orang takut makanan berkalori tinggi padahal kan penuhi kebutuhan kalori harian soalnya sayur buah kudu makan banyak baru terpenuhi padahal termasuk cepet kenyangan,None,0
Sat Nov 13 13:41:15 +0000 2021,1,alhamdulillah harini iolls berjaya keto diet no carbs no gula now me time with my husband tv amp milk kefir [URL],D,1
Sat Nov 23 07:11:07 +0000 2024,0,makan warung bekasi eh nongkrong pakuwon bakar sisa kalori target harian keliling mall baru dibekasi,D,1
Sat Nov 25 10:51:56 +0000 2023,0,niat olahraga buat bakar kalori pas selesai malah lapar brutal,D,1
Sat Nov 26 03:21:44 +0000 2016,136,metabolisme awak tinggi nak naik berat bdn tambah kalori kira tdee awak kira kalori saran ambil kalori sehari [URL],None,0
Sat Nov 28 09:49:15 +0000 2020,1,jadi intinya kalian disiplin mengontrol intake kalori amp food tracking kayak diatas emg ribet awalnya lama kelamaan bakal terbiasa sendiri kok,None,0
Sat Oct 07 11:33:58 +0000 2023,21,pasien disiplin minum obat udca x mg selama bulan diet ketat rendah lemak batu kandung empedu mengecil ukuran mm menjadi mmygigastroid pbpegi infosehatfkui [URL],None,0
Sat Oct 12 15:52:11 +0000 2024,0,owh hitungan kasar hrsnya ad sisa kalori harian w buktikan bsk wkwkw,D,1
Sat Oct 15 03:44:12 +0000 2016,0,kau letak la maria ozawa ker sruh jual nasi lemak takkan makan sbb takut mkan nasi lemak tinggi kalori kahkahkah,None,0
Sat Oct 19 10:57:07 +0000 2024,0,kalori harian abis mulut tetep pengen ngemil help,D,1
Sat Oct 26 03:27:02 +0000 2024,1289,hari ultah mau berbagi kebahagiaan orang reply dg komen buah favoritmu pemenang dipilih acak malam hari tgl okt pilih hadiah papan gizi edisi terbaru buatanku ongkir tanggung meal plan diet sesi konsultasi gratis [URL],None,0
Sat Oct 28 02:18:32 +0000 2023,0,kalau kat sini dah cuba pelbagai cara diet restrictive suggest kali nih cuba go a bit flexible belajar kepentingan makro nutrien cara nak incorporate makanan jumpa kt luar sana diet stay kalori defisit caraturunberatbadan,None,0
Sat Oct 28 03:19:55 +0000 2023,4,opini w when it comes to selfcare sebenernya paling susah diterapin buat disiplin ngelakuinnya applicable skin carean diet ngegym olahraga kayaknya w bersyukur w in general suka rutinitas membosankan,None,0
Sat Sep 02 10:00:01 +0000 2023,1,deit nih pingin banget makan roti takut dietnya gagal eits tenang kamu kok tetap makan roti lezat meski sedang diet kamu konsumsi roti gandum utuh hingga roti rami rendah kalori tinggi serat [URL],None,0
Sat Sep 02 14:35:47 +0000 2023,358,kecil besar kalori kuih lapis kcal popia goreng kcal pisang goreng kcal butter kcal cekodok pisang kcal puff cream kcal rt amp follow tips kurus hari,None,0
Sat Sep 07 04:46:21 +0000 2024,4,diet hai temanteman baru dinyatkan pcos dokter obgynku lalu konsul dokter gizi penurunan berat badan entah knapa dokternya cuek balas chatnya lama akhirnya resepkan meal plan jelas mau tanyatanya waktunya,None,0
Sat Sep 09 13:56:31 +0000 2023,534,berat badan sender tb body sender sekarang pengen lebih langsing gamau ku ikutan mengecil kalau defkal olahraganya body weight trainingcardio ngaruh gym diet [URL],D,1
Sat Sep 11 13:06:36 +0000 2021,0,bilang gendut gemuk gembrot sekali block pukul seriusan deh berusaha insecure berat badan naik anjing,D,1
Sat Sep 14 02:10:05 +0000 2024,7,diet keto cara kerja diet keto mengurangi asupan karbohidrat tubuh lebih gram per hari tubuh kekurangan glukosa digunakan sumber utama penghasil energi alhasil tubuh memecah lemak protein [URL],None,0
Sat Sep 14 09:56:32 +0000 2024,1,halo mau cari bestie punya pengalaman olahraga diet the healthy one bukan extreme pengen saling sharing pengalaman kok bfrgfr doesnt matter im a girl btw enggak punya tw eating disorder mungkin⸻,None,0
Sat Sep 15 01:00:09 +0000 2012,0,sempat sarapan takut telat kantor sekolah bingung pilih sarapan menu nya tinggi kalori takut gemuk,None,0
Sat Sep 21 03:24:25 +0000 2024,0,kapan kurus ideal anjrotttt‍↔️,D,1
Sat Sep 24 16:29:54 +0000 2022,588,diet buat tanya tips nya defisit kalori makan kalorihari perhatikan nutrisi makanan makan goreng tumis memang mengurangi makanan olahan tepungan olahraga lihat wo yutub full body workout cont,None,0
Sat Sep 25 17:22:50 +0000 2021,1,buat baru belajar diet usahakan jgn terlalu restrictive diet bener semestinya sustainable jangka panjang menyatu gaya hidup kalian alasan belajar hitung kalori penting kalian kirakira jumlah kalori makan cont,None,0
Sat Sep 28 13:51:44 +0000 2024,0,baru tau diet ed selama suka muncul tl tuh eating disorder elemination diet pgn jalanin,None,0
Sat Sep 30 06:25:07 +0000 2023,1,memang menjadi la diet nampak kesan penurunan berat badan before this dekat kilogram now dah kilogram punya disiplin diet memang ketat selama bulan,D,1
Sat Sep 30 07:17:08 +0000 2023,0,ternyata disiplin makan kurang mau reverse dietcari maintenance excusenya gapapalah masuk kalorinya abis gadicatet berujung bablas,D,1
Sat Sep 30 10:51:55 +0000 2023,0,halah segala diet jaman baheula nyatanya gitu mulai diet keto diet ngerowot orang jawa diet tukang sulap cahyadi akhirnya hilang ditelan bumi diet ibarat motivacot datang pergi,None,0
Sat Sep 30 13:20:32 +0000 2023,11,diet abis olahraga biasanya suka ngantuk padahal tidur jam biasanya olahraganya pagi sih keadaan perut kosong gitu gaa,D,1
Sun Apr 07 15:13:36 +0000 2024,58,bener dah pulang rumah segala disiplin diri diet kusimpan dulu wkwk makan apa disajikan sekarang baru kelar makan bakso nyemilin pakis kompensasinya kudu tingkatkan intensitas olahraga haha,D,1
Sun Apr 11 16:39:38 +0000 2021,0,review hari intermittent fasting pola jam makan jam puasa ngitung asupan kalori alias porsi makan kumaha aing turun kilogram stuck disini wkwk perut jarang banget perih tb muntah pdhl tingkat stress konstan paling penting,D,1
Sun Apr 16 07:47:29 +0000 2023,0,erosuke diethingy thank kamu for the info kak mau nanya kalau semisal app buat cek kalori gitu mana coba fat secret kadang beberapa makanan tercantum sanakalorinya bedabeda jadi bingung sendiri,None,0
Sun Apr 21 10:27:07 +0000 2024,16,diethingy disiplin diet seumur hidup loh jgn artikan diet makan dikit selalu diet pola makan pola makan dijaga seumur hidup olahraganya disiplin,None,0
Sun Apr 23 01:02:14 +0000 2023,0,sprite kalori alias karbo nya tinggi jadi minum maksimal gelas per hari diminum tiap hari tinggi gula takut diabetes keturunan diabet soalnya this is the rule i made for myself,None,0
Sun Aug 04 13:09:51 +0000 2024,0,lihat timbangan stres berat badan over niat diet mulai besok besoknya makan jorjoran nyesel besoknya makan jorjoran dah gitu terus siklusnya,D,1
